,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
513,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,12.405,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
514,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,12.405,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
515,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,13.451,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
516,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,15.469,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
517,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,18.175,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
518,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,18.304,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
519,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,18.966,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
520,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,17.704,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
521,AM,Armenia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,17.617,Europe & Central Asia,Upper middle income,IBRD,44.509,40.1596
522,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
523,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
524,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
525,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
526,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
527,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
528,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
529,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
530,AW,Aruba,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,,Latin America & Caribbean ,High income,Not classified,-70.0167,12.5167
531,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,3.942,East Asia & Pacific,High income,Not classified,149.129,-35.282
532,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,3.668,East Asia & Pacific,High income,Not classified,149.129,-35.282
533,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,3.728,East Asia & Pacific,High income,Not classified,149.129,-35.282
534,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,5.022,East Asia & Pacific,High income,Not classified,149.129,-35.282
535,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,6.394,East Asia & Pacific,High income,Not classified,149.129,-35.282
536,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,5.143,East Asia & Pacific,High income,Not classified,149.129,-35.282
537,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,5.345,East Asia & Pacific,High income,Not classified,149.129,-35.282
538,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,5.592,East Asia & Pacific,High income,Not classified,149.129,-35.282
539,AU,Australia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,5.711,East Asia & Pacific,High income,Not classified,149.129,-35.282
540,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,5.2,Europe & Central Asia,High income,Not classified,16.3798,48.2201
541,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,5.264,Europe & Central Asia,High income,Not classified,16.3798,48.2201
542,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,4.992,Europe & Central Asia,High income,Not classified,16.3798,48.2201
543,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,6.459,Europe & Central Asia,High income,Not classified,16.3798,48.2201
544,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,5.201,Europe & Central Asia,High income,Not classified,16.3798,48.2201
545,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,4.56,Europe & Central Asia,High income,Not classified,16.3798,48.2201
546,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,4.933,Europe & Central Asia,High income,Not classified,16.3798,48.2201
547,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,5.561,Europe & Central Asia,High income,Not classified,16.3798,48.2201
548,AT,Austria,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,6.064,Europe & Central Asia,High income,Not classified,16.3798,48.2201
549,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,5.648,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
550,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,5.64,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
551,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,5.65,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
552,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,6.04,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
553,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,7.24,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
554,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,5.0,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
555,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,4.9,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
556,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,5.0,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
557,AZ,Azerbaijan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,5.0,Europe & Central Asia,Upper middle income,IBRD,49.8932,40.3834
558,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,9.049,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
559,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,8.645,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
560,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,9.25,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
561,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,11.078,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
562,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,12.016,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
563,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,9.336,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
564,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,10.0,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
565,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,9.8,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
566,BS,"Bahamas, The","Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,12.7,Latin America & Caribbean ,High income,Not classified,-77.339,25.0661
567,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,1.084,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
568,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,1.049,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
569,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,1.265,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
570,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,1.548,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
571,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,1.765,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
572,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,1.217,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
573,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,1.188,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
574,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,1.18,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
575,BH,Bahrain,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,1.19,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,50.5354,26.1921
576,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,3.635,South Asia,Lower middle income,IDA,90.4113,23.7055
577,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,3.352,South Asia,Lower middle income,IDA,90.4113,23.7055
578,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,4.593,South Asia,Lower middle income,IDA,90.4113,23.7055
579,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,5.457,South Asia,Lower middle income,IDA,90.4113,23.7055
580,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,5.539,South Asia,Lower middle income,IDA,90.4113,23.7055
581,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,4.504,South Asia,Lower middle income,IDA,90.4113,23.7055
582,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,4.439,South Asia,Lower middle income,IDA,90.4113,23.7055
583,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,4.372,South Asia,Lower middle income,IDA,90.4113,23.7055
584,BD,Bangladesh,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,4.35,South Asia,Lower middle income,IDA,90.4113,23.7055
585,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,6.448,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
586,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,6.54,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
587,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,7.261,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
588,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,11.015,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
589,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,10.586,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
590,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,8.41,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
591,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,8.321,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
592,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,8.62,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
593,BB,Barbados,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,8.247,Latin America & Caribbean ,High income,IBRD,-59.6105,13.0935
594,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,3.458,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
595,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,3.461,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
596,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,3.574,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
597,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,3.9,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
598,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,4.049,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
599,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,4.165,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
600,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,4.763,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
601,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,5.648,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
602,BY,Belarus,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,5.844,Europe & Central Asia,Upper middle income,IBRD,27.5766,53.9678
603,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,5.7,Europe & Central Asia,High income,Not classified,4.36761,50.8371
604,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,5.547,Europe & Central Asia,High income,Not classified,4.36761,50.8371
605,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,5.57,Europe & Central Asia,High income,Not classified,4.36761,50.8371
606,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,6.248,Europe & Central Asia,High income,Not classified,4.36761,50.8371
607,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,5.545,Europe & Central Asia,High income,Not classified,4.36761,50.8371
608,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,5.364,Europe & Central Asia,High income,Not classified,4.36761,50.8371
609,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,5.941,Europe & Central Asia,High income,Not classified,4.36761,50.8371
610,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,7.09,Europe & Central Asia,High income,Not classified,4.36761,50.8371
611,BE,Belgium,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,7.83,Europe & Central Asia,High income,Not classified,4.36761,50.8371
612,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,8.698,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
613,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,8.278,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
614,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,8.682,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
615,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,10.302,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
616,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,10.763,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
617,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,9.053,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
618,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,9.346,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
619,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,6.596,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
620,BZ,Belize,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,7.0,Latin America & Caribbean ,Upper middle income,Blend,-88.7713,17.2534
621,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,1.637,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
622,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,1.641,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
623,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,1.685,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
624,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,1.833,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
625,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,1.518,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
626,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,1.214,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
627,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,1.426,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
628,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,1.691,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
629,BJ,Benin,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,1.834,Sub-Saharan Africa ,Lower middle income,IDA,2.6323,6.4779
630,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,,North America,High income,Not classified,-64.706,32.3293
631,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,,North America,High income,Not classified,-64.706,32.3293
632,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,,North America,High income,Not classified,-64.706,32.3293
633,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,,North America,High income,Not classified,-64.706,32.3293
634,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,,North America,High income,Not classified,-64.706,32.3293
635,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,,North America,High income,Not classified,-64.706,32.3293
636,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,,North America,High income,Not classified,-64.706,32.3293
637,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,,North America,High income,Not classified,-64.706,32.3293
638,BM,Bermuda,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,,North America,High income,Not classified,-64.706,32.3293
639,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,3.282,South Asia,Lower middle income,IDA,89.6177,27.5768
640,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,3.126,South Asia,Lower middle income,IDA,89.6177,27.5768
641,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,5.947,South Asia,Lower middle income,IDA,89.6177,27.5768
642,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,4.803,South Asia,Lower middle income,IDA,89.6177,27.5768
643,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,5.03,South Asia,Lower middle income,IDA,89.6177,27.5768
644,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,2.72,South Asia,Lower middle income,IDA,89.6177,27.5768
645,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,3.35,South Asia,Lower middle income,IDA,89.6177,27.5768
646,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,3.027,South Asia,Lower middle income,IDA,89.6177,27.5768
647,BT,Bhutan,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,2.707,South Asia,Lower middle income,IDA,89.6177,27.5768
648,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,3.274,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
649,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,3.024,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
650,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,3.552,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
651,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,5.089,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
652,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,7.903,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
653,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,3.682,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
654,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,3.519,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
655,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,3.655,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
656,BO,Bolivia,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,3.498,Latin America & Caribbean ,Lower middle income,IBRD,-66.1936,-13.9908
657,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,10.69,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
658,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,10.668,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
659,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,12.657,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
660,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,14.897,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
661,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,15.868,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
662,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,15.692,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
663,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,18.4,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
664,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,20.527,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
665,BA,Bosnia and Herzegovina,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,25.408,Europe & Central Asia,Upper middle income,IBRD,18.4214,43.8607
666,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,23.81,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
667,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,23.381,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
668,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,23.615,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
669,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,23.106,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
670,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,21.017,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
671,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,20.094,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
672,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,19.665,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
673,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,19.671,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
674,BW,Botswana,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,19.328,Sub-Saharan Africa ,Upper middle income,IBRD,25.9201,-24.6544
675,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,6.801,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
676,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,7.947,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
677,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,9.231,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
678,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,13.158,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
679,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,13.697,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
680,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,11.936,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
681,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,12.329,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
682,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,12.792,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
683,BR,Brazil,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,11.58,Latin America & Caribbean ,Upper middle income,IBRD,-47.9292,-15.7801
684,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
685,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2023,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
686,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2022,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
687,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2021,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
688,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2020,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
689,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2019,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
690,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2018,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
691,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2017,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
692,VG,British Virgin Islands,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2016,,Latin America & Caribbean ,High income,Not classified,-64.623056,18.431389
693,BN,Brunei Darussalam,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2024,5.18,East Asia & Pacific,High income,Not classified,114.946,4.94199
